text,label
 එහෙත් මාධ්යවේදියෙකු සහ ද ඉකොනොමිස්ට් සඟරාවේ කතුවරයෙකු වන නිකලස් ෂැක්සන් ඔහුගේ 2016 ට්රෙෂර් අයිලන්ඩ්ස් බදු තෝතැන්න සහ ලෝකය සොරකම් කළ මිනිසුන් හි මෙසේ ලියයි ,
බ්රිතාන්යය මකුළුවෙකු මෙන් ලොව පුරා ඩොලර් ට්රිලියන ගණනක් වටිනා ව්යාපාර සහ ප්රාග්ධනය රැස්කර ලන්ඩන් නගරයට ගෙන යන විශාල ජාත්යන්තර බදු තෝතැන්නක මධ්යයේ පිහිටා ඇත,
බ්රිතාන්ය ඔටුන්න මත යැපෙන ප්රදේශ සහ විදේශීය ප්රදේශ ,
2017 මාර්තු 27 වන දින එක්සත් ජනපද භාණ්ඩාගාර වෙබ් අඩවිය 2015 ජූලි 13 වන දින ආදර්ශ 1 ගිවිසුම සහ අදාළ ගිවිසුම බලවත් බව අනාවරණය කළේය,
2022 අගභාගයේදී එක්සත් ජනපදය සහ යුරෝපා සංගමය යන දෙකම බ්රිතාන්ය විදේශ ප්රදේශවල වාසිදායක හිමිකාරිත්ව ලේඛන පාලන තන්ත්ර අනුමත කර ඇති බව පෙනේ,
සත්යාපිත ප්රතිලාභී හිමිකාරිත්ව ලේඛන තිබීමේ මුදල් විශුද්ධිකරණයට එරෙහි වාසි සමඟ රහස්යභාවය සහ නීත්යානුකූල පෞද්ගලිකත්වය සමතුලිත කිරීම සම්බන්ධයෙන් ඇමරිකා එක්සත් ජනපදය සමාන නිගමනයකට පැමිණ ඇති බව පෙනේ,
" කෘෂිකර්මය සහ කර්මාන්ත 
කෘෂිකර්මාන්තය සහ කර්මාන්තය දූපත් වල දළ දේශීය නිෂ්පාදිතයෙන් ඉතා සුළු කොටසක් පමණක් නියෝජනය කරයි",
කෘෂිකාර්මික නිෂ්පාදන අතර පලතුරු එළවළු උක් පශු සම්පත් සහ කුකුළු මස් ඇතුළත් වන අතර කර්මාන්ත අතර රම් ආසවනය ඉදිකිරීම් සහ බෝට්ටු ගොඩනැගීම ඇතුළත් වේ,
වාණිජ මසුන් ඇල්ලීම ද දූපත් වල ජලයේ සිදු කෙරේ,
" ශ්රම බලකාය 
බ්රිතාන්ය වර්ජින් දූපත් සංක්රමණික සේවකයින් මත දැඩි ලෙස රඳා පවතින අතර දූපත් වල සියලුම සේවකයින්ගෙන් 50 කට වඩා විදේශීය සම්භවයක් ඇති අය වෙති",
මුළු ජනගහනයෙන් 37 ක් පමණක් භූමියේ උපත ලැබූහ,
ජාතික ශ්රම බලකාය 12770 ක් ලෙස ඇස්තමේන්තු කර ඇති අතර ඔවුන්ගෙන් ආසන්න වශයෙන් 59,
4 ක් සේවා අංශයේ සේවය කරන නමුත් 0,
6 කට වඩා අඩු ප්රමාණයක් කෘෂිකර්මාන්තයේ සේවය කරන බවට ඇස්තමේන්තු කර ඇත,
එහි තවදුරටත් යෝජිත නිර්මාණ ව්යාපෘතිවල පාරිසරික බලපෑම පිළිබඳ අධ්යයනයන් ද අන්තර්ගත වේ,
පාරිසරික ඉංජිනේරුවෝ එවැනි උපද්රවවල වැදගත්කම අගය කිරීම සඳහා අන්තරාය කර අපද්රව්ය කළමනාකරණ අධ්යයනයන් මෙහෙයවති,
පිළියම් සහ විරුද්ධ මතයක පැතිරීම වළක්වාලීමේ පිළිවෙත පිළිබඳ උපදෙස් දෙති,
එමෙන්ම ප්රමාද දෝෂ වැළැක්වීමට නීති රීති වැඩි දියුණු කරති,
පාරිසරික ඉංජිනේරුවන් නාගරික ජල සැපයුම් සහ කාර්මික අප ජලය පිරියම් කිරීමේ පද්ධති සැලසුම් කිරීමත් සිදු කරයි,
මෙහි භාවිතය සඳහා එක් නිදසුනක් නම් යුනිකේත සංකේත නාමයන්හි භාවිතා කිරීම දැක්විය හැක,
" පිටපත්කරණය 


 ගාත්රාක්ෂර 


 ස්වර අක්ෂර 


 භාවිතය 
මෙම ක්රමය යුනිකේත අක්ෂර නාමවල දී භාවිතා වේ",
ශ්රී ලංකාව සහ හන්ගේරියාව අතර මෑත කාලීන සබඳතා ගොඩනැගෙන්නේ 1959 වර්ෂයේ සිටයි,
ඔස්ට්රියාවේ වියනා හී පිහිටුවා තිබෙන සිය තානාපති කාර්යාලය හරහා ශ්රී ලංකාව හන්ගේරියාව සමග කටයුතු සිදු කරයි,
ඊට අමතරව ශ්රී ලංකා රාජ්ය දූතයෙකු බුඩාපෙස්ට් වලට පත්කොට තිබෙන අතර ශ්රී ලංකාවේ කොළඹ අග නගරය තුල හංගේරියාව සිය කොන්සල් කාර්යාලයක් පිහිටුවා තිබෙයි,
" ඉතිහාසය 
හන්ගේරියාව සහ ශ්රී ලංකාව අතර නිල වශයෙන් රාජ්ය තාන්ත්රික සම්බන්ධතා ගොඩනැගෙන්නේ 1959 පෙබරවාරි 15 වන දින සිටයි",
